Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Quantity,Profit,Sales_Method
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,64,169,5948.8,Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,58,119,3105.9,Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,55,101,2777.5,Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,54,94,2690.28,Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,69,81,2682.72,Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,68,123,4182,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,23,149,1679.23,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23,91,1025.57,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14,88,591.36,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19,56,521.36,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Apparel,33,65,1029.6,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Apparel,23,102,1173,Online
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,23,162,1751.22,Online
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23,65,747.5,Online
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14,75,514.5,Online
Kohl's,1197831,2/14/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,42,378,Online
Kohl's,1197831,2/14/2021,Midwest,Kansas,Wichita,Men's Apparel,32,68,1044.48,Online
Kohl's,1197831,2/14/2021,Midwest,Kansas,Wichita,Women's Apparel,18,98,864.36,Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,20,153,1499.4,Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,19,59,526.87,Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,9,75,310.5,Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,26,249.6,Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Apparel,32,41,603.52,Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Women's Apparel,23,65,747.5,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,24,150,1620,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,25,58,696,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,14,60,420,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,19,35,299.25,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Apparel,39,38,726.18,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Women's Apparel,29,81,1151.01,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,36,143,2316.6,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,39,77,1441.44,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,32,65,1019.2,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,32,58,928,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Apparel,43,56,1204,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Apparel,42,94,1776.6,Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Street Footwear,37,144,2664,Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,32,94,1443.84,Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Women's Street Footwear,37,81,1378.62,Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,38,80,1368,Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Apparel,54,83,2151.36,Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Women's Apparel,58,117,3325.14,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,51,182,4641,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,49,119,2915.5,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,42,102,1970.64,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,43,75,1580.25,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Apparel,56,91,2344.16,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Women's Apparel,60,140,4116,Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,56,189,5292,Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,51,111,2547.45,Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,47,102,2397,Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,37,90,1631.7,Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Men's Apparel,47,69,1621.5,Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Women's Apparel,52,113,2938,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,47,165,3877.5,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,38,91,1556.1,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,15,75,528.75,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,14,65,427.7,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Apparel,24,61,717.36,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Apparel,29,94,1335.74,Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Men's Street Footwear,29,145,1934.3,Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,19,85,742.9,Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Street Footwear,19,60,535.8,Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,19,47,428.64,Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Men's Apparel,29,46,653.66,Online
Foot Locker,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Apparel,28,90,1209.6,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,23,122,1318.82,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,14,72,504,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,23,55,632.5,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,54,83,2151.36,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Apparel,68,70,2189.6,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Women's Apparel,73,88,2955.04,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,66,150,4950,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,59,120,3540,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,58,95,2534.6,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,59,90,2389.5,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Men's Apparel,64,81,2592,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Women's Apparel,68,112,3503.36,Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,38,138,2569.56,Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,37,80,1184,Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,27,83,986.04,Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,34,36,489.6,Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Men's Apparel,48,44,992.64,Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Apparel,37,72,1465.2,Online
Foot Locker,1185732,2/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,37,158,2923,Online
Foot Locker,1185732,2/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,39,47,806.52,Online
Foot Locker,1185732,2/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,29,59,735.73,Online
Foot Locker,1185732,2/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33,25,363,Online
Foot Locker,1185732,2/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,48,46,993.6,Online
Foot Locker,1185732,2/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,32,80,1408,Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,39,124,2369.64,Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,37,50,777,Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,27,59,669.06,Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33,23,333.96,Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,47,31,728.5,Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,37,59,1156.99,Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,38,113,1975.24,Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39,42,671.58,Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,29,45,522,Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34,20,292.4,Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,56,29,747.04,Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,48,61,1551.84,Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58,139,3789.14,Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45,60,1215,Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43,46,830.76,Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43,26,503.1,Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,51,38,969,Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,58,68,2011.44,Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,41,135,2546.1,Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39,70,1092,Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32,54,743.04,Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,32,49,705.6,Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,41,51,940.95,Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,50,94,2491,Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,47,154,3329.48,Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,44,81,1603.8,Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,37,61,947.94,Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,38,44,718.96,Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,49,52,1172.08,Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,53,94,2640.46,Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,49,131,3081.12,Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,42,78,1474.2,Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,36,65,936,Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,38,58,947.72,Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,47,46,994.52,Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,53,88,2332,Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,42,138,2608.2,Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39,80,1248,Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32,53,678.4,Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34,39,530.4,Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,41,42,861,Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,46,65,1495,Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,54,104,2583.36,Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41,75,1291.5,Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43,42,722.4,Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43,36,696.6,Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,54,38,964.44,Online
Sports Direct,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,55,70,2117.5,Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,53,104,2700.88,Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41,63,1059.03,Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43,57,1078.44,Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43,44,832.48,Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,59,45,1221.3,Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,61,65,1982.5,Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58,140,3735.2,Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45,75,1451.25,Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45,73,1379.7,Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45,50,1012.5,Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,56,50,1260,Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,64,75,2496,Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,33,128,1900.8,Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,32,74,1041.92,Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25,74,740,Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,28,33,415.8,Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,43,49,1032.43,Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,33,72,1211.76,Online
Sports Direct,1185732,2/9/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,34,152,2325.6,Online
Sports Direct,1185732,2/9/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,34,51,745.62,Online
Sports Direct,1185732,2/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,24,68,685.44,Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29,30,391.5,Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,42,51,1049.58,Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,23,69,809.37,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,29,134,1826.42,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,27,58,657.72,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19,56,446.88,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,22,231,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Men's Apparel,36,36,648,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Apparel,28,63,917.28,Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,28,113,1550.36,Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,28,44,529.76,Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19,41,327.18,Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,24,22,227.04,Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,58,30,835.2,Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,49,68,1765.96,Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,55,129,3405.6,Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,41,54,974.16,Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,37,51,811.41,Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,36,26,411.84,Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Men's Apparel,46,31,684.48,Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Women's Apparel,52,75,1989,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,36,125,2025,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,32,65,894.4,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,27,60,648,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29,51,621.18,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,38,47,821.56,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,51,91,2506.14,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,48,160,3763.2,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,44,84,1589.28,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,37,59,873.2,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,53,866.02,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Men's Apparel,49,60,1352.4,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Women's Apparel,54,98,2857.68,Online
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,46,147,3313.38,Online
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,42,90,1512,Online
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,37,63,955.71,Online
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,52,810.16,Online
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,46,44,931.04,Online
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,54,95,2718.9,Online
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,36,133,2394,Online
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34,72,1052.64,Online
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,27,51,605.88,Online
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,28,44,505.12,Online
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Men's Apparel,36,42,740.88,Online
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Women's Apparel,44,63,1524.6,Online
Sports Direct,1185732,10/9/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,49,116,2671.48,Online
Sports Direct,1185732,10/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36,73,1077.48,Online
Sports Direct,1185732,10/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,39,39,669.24,Online
Sports Direct,1185732,10/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,33,501.6,Online
Sports Direct,1185732,10/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,45,34,719.1,Online
Foot Locker,1185732,10/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,53,73,2050.57,Online
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,49,120,2940,Online
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36,73,1182.6,Online
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,39,53,909.48,Online
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,39,47,788.19,Online
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,55,44,1089,Online
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,60,65,1989,Online
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,55,150,3795,Online
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,46,75,1552.5,Online
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,48,73,1576.8,Online
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,47,54,1040.58,Online
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Men's Apparel,58,54,1409.4,Online
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Women's Apparel,63,78,2604.42,Online
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,27,113,1372.95,Online
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,29,70,933.8,Online
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19,68,581.4,Online
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,24,26,280.8,Online
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Men's Apparel,38,42,1005.48,Online
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Women's Apparel,28,75,1092,Online
Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,28,145,1786.4,Online
Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,28,45,579.6,Online
Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19,56,436.24,Online
Foot Locker,1185732,2/6/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,23,253,Online
Foot Locker,1185732,2/6/2021,Midwest,Iowa,Des Moines,Men's Apparel,38,38,938.6,Online
Foot Locker,1185732,2/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,14,68,514.08,Online
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,19,136,1033.6,Online
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,19,47,401.85,Online
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,9,65,234,Online
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,14,28,164.64,Online
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Men's Apparel,28,39,698.88,Online
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Women's Apparel,20,68,720.8,Online
Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,20,124,1116,Online
Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,18,49,432.18,Online
Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,10,53,233.2,Online
Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,28,189,Online
Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Men's Apparel,55,34,1140.7,Online
Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,46,63,1506.96,Online
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,57,146,3495.24,Online
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,37,63,1072.26,Online
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,33,54,730.62,Online
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,33,34,493.68,Online
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's Apparel,43,42,1173.9,Online
